FALSE,Ephesians,5,31,father,godthefather.txt," God the Father, heavenly Father, Father ","""For this reason a man will leave his father and mother and will be joined to his wife, and the two will become one flesh.""",
FALSE,Ephesians,6,2,father,godthefather.txt," God the Father, heavenly Father, Father ","""Honor your father and mother"" (which is the first commandment with promise),",
New,Ephesians,1,13,believed,believe.txt,"believe, believe in, belief","In Christ, you also, when you had heard the word of truth, the gospel of your salva- tion, you believed in him and were sealed with the promised Holy Spirit,",
FALSE,Ephesians,2,11,called,call.txt," call, calling, called, call out ","Therefore remember that once you were Gentiles in the flesh. You are called ""uncircumcision"" by what is called the circumcision in the flesh made by human hands.",
FALSE,Ephesians,2,11,called,call.txt," call, calling, called, call out ","Therefore remember that once you were Gentiles in the flesh. You are called ""uncircumcision"" by what is called the circumcision in the flesh made by human hands.",
FALSE,Ephesians,1,1,God,falsegod.txt,God,"Paul, an apostle of Christ Jesus through the will of God, to those who are set apart for God in Ephesus and who are faithful in Christ Jesus.
FALSE,Ephesians,1,2,God,God.txt,God,"May grace be to you, and peace from God our Father and the Lord Jesus Christ.",
FALSE,Ephesians,1,3,God,God.txt,God,"May the God and Father of our Lord Jesus Christ be praised. It is he who has blessed us with every spiritual blessing in the heavenly places in Christ.",
FALSE,Ephesians,1,4,God,God.txt,God,"Before the creation of the world, God chose us who believe in Christ. He chose us so we could be holy and blameless in his sight.",
FALSE,Ephesians,1,5,God,God.txt,God,"In love God predestined us for adoption as his own sons through Jesus Christ. He did this because he was pleased to do what he desired.",
FALSE,Ephesians,1,6,God,God.txt,God,"The result is that God is praised for his glorious grace. This is what he has freely given to us by his beloved one.",
FALSE,Ephesians,1,9,God,God.txt,God,"God made known to us the hidden truth of his plan, according to his desire that he demonstrated in Christ.",
FALSE,Ephesians,1,10,God,God.txt,God,"When the times are fulfilled for the completion of his plan, God will bring together everything in heaven and on the earth in Christ.",
FALSE,Ephesians,1,11,God,God.txt,God,"In Christ we were chosen as God's inheritance. We were decided on beforehand, in the plan of the one who does all things by the purpose of his will.",
FALSE,Ephesians,1,12,God,God.txt,God,"God did this so that we might exist for the praise of his glory. We were the first to have confidence in Christ.",
FALSE,Ephesians,1,16,God,God.txt,God,"I have not stopped thanking God for you and mentioning you in my prayers.",
FALSE,Ephesians,1,17,God,God.txt,God,"I pray that the God of our Lord Jesus Christ, the Father of glory, will give to you a spirit of wisdom and revelation in the knowledge of him.",
FALSE,Ephesians,1,20,God,God.txt,God,"This is the power that worked in Christ when God raised him from the dead ones and seated him at his right hand in the heavenly places.",
FALSE,Ephesians,1,22,God,God.txt,God,"God has subjected all things under Christ's feet. He has made him the head over all things in the church.",
FALSE,Ephesians,2,4,God,God.txt,God,"But God is rich in mercy because of his great love with which he loved us.",
FALSE,Ephesians,2,6,God,God.txt,God,"God raised us up together and made us sit together in the heavenly places in Christ Jesus.",
